instance_id,n,target_ratio,threshold,marked_count,rho_tau,eps_model,oracle_cost_norm,k_star,p_target_eff,normalized_cost,normalized_resource_per_target_hit,eta_res
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,0.9576032806985736,3,0.7720004307404733,6.87280984209572,8.902598455163535,0.2679666604757353
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,1.189207115002721,3,0.7720004307404733,7.567621345008162,9.802612853142568,0.29505693685079065
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,1.4768261459394993,3,0.7720004307404733,8.430478437818499,10.920302764251447,0.328699208198383
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,1.8340080864093424,3,0.7720004307404733,9.502024259228028,12.308314711837724,0.37047812568728633
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,2.2775772695133836,3,0.7720004307404733,10.832731808540151,14.032028192199075,0.42236160075085455
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,2.8284271247461903,2,0.5383250436785545,8.65685424949238,16.081091435644918,0.48403804692722824
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,3.5125043207466,2,0.5383250436785545,10.0250086414932,18.622593838453017,0.5605368258962538
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,4.362030930661032,2,0.5383250436785545,11.724061861322063,21.778778451783776,0.6555374321730205
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,5.41702218774757,2,0.5383250436785545,13.83404437549514,25.698310970194704,0.7735146772295406
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,6.727171322029715,2,0.5383250436785545,16.45434264405943,30.56581304785938,0.920025640649888
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,8.35419025941931,0,0.03009982555377569,1.0,33.222783906618396,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,10.374716437208077,0,0.03009982555377569,1.0,33.222783906618396,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,12.883922655594034,0,0.03009982555377569,1.0,33.222783906618396,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,16.0,0,0.03009982555377569,1.0,33.222783906618396,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,0.5,3,0.7491843699096168,5.5,7.3413170654688535,0.21932126962270587
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,0.620928906036742,3,0.7491843699096168,5.862786718110226,7.825559306339406,0.2337879684623767
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,0.7711054127039704,3,0.7491843699096168,6.313316238111911,8.426919316100472,0.25175355143133626
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,0.9576032806985736,3,0.7491843699096168,6.87280984209572,9.173722942090839,0.27406425098979315
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,1.189207115002721,3,0.7491843699096168,7.567621345008162,10.101146859111779,0.30177096752928717
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,1.4768261459394993,3,0.7491843699096168,8.430478437818499,11.252875495568027,0.3361787699107635
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,1.8340080864093424,2,0.5263479774688635,6.668016172818685,12.668455961176628,0.37846912492494944
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,2.2775772695133836,2,0.5263479774688635,7.555154539026767,14.35391577898425,0.428822104348542
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,2.8284271247461903,2,0.5263479774688635,8.65685424949238,16.4470172206646,0.49135334520690593
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,3.5125043207466,2,0.5263479774688635,10.0250086414932,19.046351597477614,0.5690082551655138
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,4.362030930661032,2,0.5263479774688635,11.724061861322063,22.274355299514013,0.6654446117434739
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,5.41702218774757,2,0.5263479774688635,13.83404437549514,26.28307691429004,0.7852048545277176
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,6.727171322029715,2,0.5263479774688635,16.45434264405943,31.261339168027483,0.933930047605148
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,8.35419025941931,0,0.02987492130728438,1.0,33.472891517078935,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,10.374716437208077,0,0.02987492130728438,1.0,33.472891517078935,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,12.883922655594034,0,0.02987492130728438,1.0,33.472891517078935,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.0015,16.0,0,0.02987492130728438,1.0,33.472891517078935,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.00175,0.5,3,0.7270426255831409,5.5,7.564893455302708,0.22431193260596022
n8_d25_s17,8,0.9,36,8,0.03125,0.00175,0.620928906036742,3,0.7270426255831409,5.862786718110226,8.06388306793958,0.23910782167197447
